赛马娘：评价分、属性分、等级阈值、技能价格完整整理
生成日期：2026-07-20

【0. 适用范围与来源】
- master.mdb SHA-256: b387ffd16d0ee2c28ed9a1711049a3635c204fc72b652f616e7a199c698c51f0
- 属性分来源: hzyhhzy/UmaAi / Cook2 / 2b06fb9 / UmaSimulator/GameDatabase/GameConstants.cpp / FiveStatusFinalScore
- 等级阈值来源: master.mdb.single_mode_rank（298行）
- 技能名来源: master.mdb.text_data(category=47)
- 技能基础评价分来源: master.mdb.skill_data.grade_value
- 技能原价来源: master.mdb.single_mode_skill_need_point.need_skill_point
- 本文件使用制表符分列，是人可读且可直接按TSV解析的TXT；未生成混合型大型JSON。

【1. 总评价结构】
总评价 = 五维属性评价分之和 + 已学技能评价分 + 固有技能等其他评价项 + 结算规则中的剩余技能Pt评价。
五维属性（速度/耐力/力量/根性/智力）共用同一张 FiveStatusFinalScore 查表。
技能 Hint 与“切れ者”改变的是购买技能所需技能Pt，不直接改变该技能的 grade_value。
注意：下方 grade_value 是MDB中的技能基础评价值；适性、技能替换/上下位、固有等级等最终结算规则须在模拟器中另行处理。

【2. Hint与切れ者折扣】
Hint Lv0: 原价100%；Lv1: 90%；Lv2: 80%；Lv3: 70%；Lv4: 65%；Lv5: 60%。
切れ者: 在Hint折扣后的价格基础上再减10%，即再乘0.9；例如Hint后为原价50%时，切れ者后约为原价45%。
重要：精确整数取整顺序仍须用客户端逻辑/实机边界样本核验；在完成该核验前，不把浮点近似冒充逐点实机价格。

【3. 完整属性评价分表：0～2800】
属性值	单项属性评价分	相对上一点增量
202291	明鏡止水	2	20229	2	508	150	2	1	0	0	0
202292	冴える思考	1	20229	1	217	150	2	1	0	0	0
202301	優雅な砂浴び	2	20230	2	508	160	4	1	0	0	0
202302	砂浴び○	1	20230	1	217	160	4	1	0	0	0
202303	砂浴び×	1	20230	-1	-262	100	4	1	0	0	0
202311	目指せセンター！	2	20231	2	508	180	3	1	0	0	0
202312	意気込み十分	1	20231	1	217	180	3	1	0	0	0
202321	爆走モード！	2	20232	2	508	180	3	1	0	0	0
202322	急浮上	1	20232	1	217	180	3	1	0	0	0
202331	抜群の踏み込み	2	20233	2	461	120	0	1	0	0	0
202332	踏み込み上手	1	20233	1	174	120	0	1	0	0	0
202341	泥んこマイスター	2	20234	3	461	130	0	1	0	0	0
202342	泥遊び◎	1	20234	2	174	110	0	1	0	0	0
202343	泥遊び○	1	20234	1	129	90	0	1	0	0	0
202344	泥遊び×	1	20234	-1	-129	50	0	1	0	0	0
202351	砂上の舞姫	2	20235	2	461	120	1	1	0	0	0
202352	土煙	1	20235	1	174	120	1	1	0	0	0
202361	油断大敵	2	20236	2	508	180	4	1	0	0	0
202362	圧迫感	1	20236	1	217	180	4	1	0	0	0
202371	アンストッパブル	2	20237	2	508	180	2	1	0	0	0
202372	攻めの姿勢	1	20237	1	217	180	2	1	0	0	0
202381	ブレイクスルー	2	20238	2	508	180	2	1	0	0	0
202382	打開策	1	20238	1	217	180	2	1	0	0	0
202391	出力1000％！	2	20239	2	508	180	2	1	0	0	0
202392	しゃかりき	1	20239	1	217	180	2	1	0	0	0
202401	電光石火	2	20240	2	508	180	3	1	0	0	0
202402	一足飛び	1	20240	1	217	180	3	1	0	0	0
202411	風雲の志	2	20241	2	508	180	2	1	0	0	0
202412	向上心	1	20241	1	217	180	2	1	0	0	0
202421	無我夢中	2	20242	2	508	180	3	1	0	0	0
202422	がむしゃら	1	20242	1	217	180	3	1	0	0	0
202431	快進撃	2	20243	2	508	170	2	1	0	0	0
202432	確かな足取り	1	20243	1	217	170	2	1	0	0	0
202441	勝負師	2	20244	2	508	180	0	1	0	0	0
202442	やまっけ	1	20244	1	217	180	0	1	0	0	0
202451	トップギア	2	20245	2	508	180	3	1	0	0	0
202452	キレる脚	1	20245	1	217	180	3	1	0	0	0
202461	踏ませぬ影	2	20246	2	508	180	3	1	0	0	0
202462	粘り腰	1	20246	1	217	180	3	1	0	0	0
202471	猛追	2	20247	2	508	180	4	1	0	0	0
202472	食らいつき	1	20247	1	217	180	4	1	0	0	0
202481	怪物	2	20248	2	508	180	3	1	0	0	0
202482	本領発揮	1	20248	1	217	180	3	1	0	0	0
202491	抜群の切れ味	2	20249	2	508	180	3	1	0	0	0
202492	切れ味	1	20249	1	217	180	3	1	0	0	0
202501	遮二無二	2	20250	2	508	180	2	1	0	0	0
202502	向こう見ず	1	20250	1	217	180	2	1	0	0	0
202511	1番人気でヤバたん	1	20251	-1	-174	0	0	1	0	0	1
202521	天衣無縫	2	20252	2	508	180	4	1	0	0	0
202522	型破り	1	20252	1	217	180	4	1	0	0	0
202531	優位形成	2	20253	2	508	180	2	1	0	0	0
202532	しとやかな足取り	1	20253	1	217	180	2	1	0	0	0
202541	威風堂々	2	20254	2	508	190	3	1	0	0	0
202542	プレッシャー	1	20254	1	217	190	3	1	0	0	0
202551	神速	2	20255	2	633	200	4	1	0	0	0
202552	快速	1	20255	1	263	200	4	1	0	0	0
202561	一発必中	2	20256	2	508	160	2	1	0	0	0
202562	ロックオン	1	20256	1	217	160	2	1	0	0	0
202581	脱兎の先へ	2	20258	2	633	200	2	1	0	0	0
202582	脇目も振らず	1	20258	1	263	200	2	1	0	0	0
202591	一気呵成	2	20259	2	508	160	3	1	0	0	0
202592	大急ぎ	1	20259	1	217	160	3	1	0	0	0
202601	ルミネセンス	2	20260	2	508	160	4	1	0	0	0
202602	イグニッション	1	20260	1	217	160	4	1	0	0	0
202611	インスピレーション	2	20261	2	508	180	1	1	0	0	0
202612	溢れる情熱	1	20261	1	217	180	1	1	0	0	0
202621	突撃魂	2	20262	2	508	180	2	1	0	0	0
202622	進出開始	1	20262	1	217	180	2	1	0	0	0
202641	千里の道	2	20264	2	508	180	2	1	0	0	0
202642	一歩から	1	20264	1	217	180	2	1	0	0	0
202651	雲蒸竜変	2	20265	2	508	180	0	1	0	0	0
202652	自信家	1	20265	1	217	180	0	1	0	0	0
202661	昂る鼓動	2	20266	2	508	180	3	1	0	0	0
202662	込み上げる熱	1	20266	1	217	180	3	1	0	0	0
202671	ハイボルテージ	2	20267	2	508	160	3	1	0	0	0
202672	心弾んで	1	20267	1	217	160	3	1	0	0	0
202681	ブチ☆アゲ↑バイブス	2	20268	2	633	200	2	1	0	0	0
202682	バイブス上昇	1	20268	1	263	200	2	1	0	0	0
202691	誰より前へ！	2	20269	2	334	120	1	1	0	0	0
202692	一番乗り	1	20269	1	217	120	1	1	0	0	0
202701	シンギュラリティ	2	20270	2	461	120	0	1	0	0	0
202702	探求心	1	20270	1	174	120	0	1	0	0	0
202711	王手	2	20271	2	508	180	3	1	0	0	0
202712	会心の一歩	1	20271	1	217	180	3	1	0	0	0
202721	ネバーギブアップ	2	20272	2	508	180	2	1	0	0	0
202722	折れない心	1	20272	1	217	180	2	1	0	0	0
202731	ロンシャンレース場◎	1	20273	2	174	90	0	1	0	0	0
202732	ロンシャンレース場○	1	20273	1	129	70	0	1	0	0	0
202733	ロンシャンレース場×	1	20273	-1	-129	40	0	1	0	0	0
202734	ロンシャンの申し子	2	20273	3	461	130	0	1	0	0	0
202741	十全十美	2	20274	2	508	180	4	1	0	0	0
202742	品行方正	1	20274	1	217	180	4	1	0	0	0
202751	気骨稜稜	2	20275	2	508	160	2	1	0	0	0
202752	ひたむき前進	1	20275	1	217	160	2	1	0	0	0
202761	かっとばせ！	2	20276	2	508	180	2	1	0	0	0
202762	勝利に向かって	1	20276	1	217	180	2	1	0	0	0
202771	一点集中	2	20277	2	508	160	3	1	0	0	0
202772	狙いを定めて	1	20277	1	217	160	3	1	0	0	0
202791	時中の妙	2	20279	2	508	160	2	1	0	0	0
202792	中盤巧者	1	20279	1	217	160	2	1	0	0	0
202801	機先の勝負	2	20280	2	508	160	1	1	0	0	0
202802	序盤巧者	1	20280	1	217	160	1	1	0	0	0
202811	画竜点睛	2	20281	2	508	160	3	1	0	0	0
202812	大詰め	1	20281	1	217	160	3	1	0	0	0
202821	万里一空	2	20282	2	508	170	3	1	0	0	0
202822	迷いなし	1	20282	1	217	170	3	1	0	0	0
202831	コール&レスポンス	2	20283	2	633	200	2	1	0	0	0
202832	二段構え	1	20283	1	263	200	2	1	0	0	0
202841	砂の妙手	2	20284	2	508	200	2	1	0	0	0
202842	砂払い	1	20284	1	217	180	2	1	0	0	0
202851	一網打尽	2	20285	2	508	160	3	1	0	0	0
202852	ごぼう抜き	1	20285	1	217	160	3	1	0	0	0
202861	ロケットスタート	2	20286	2	334	120	1	1	0	0	0
202862	急発進	1	20286	1	217	120	1	1	0	0	0
202871	君臨	2	20287	2	508	180	3	1	0	0	0
202872	渾身の足取り	1	20287	1	217	180	3	1	0	0	0
202881	完全燃焼	2	20288	2	508	180	3	1	0	0	0
202882	たぎる血潮	1	20288	1	217	180	3	1	0	0	0
202891	心頭滅却	2	20289	2	508	180	1	1	0	0	0
202892	不動の心	1	20289	1	217	180	1	1	0	0	0
202901	飛翔脚	2	20290	2	508	180	2	1	0	0	0
202902	推力十分	1	20290	1	217	180	2	1	0	0	0
202912	切り崩し	1	20291	1	217	190	3	1	0	0	0
202921	一心不乱	2	20292	2	508	160	2	1	0	0	0
202922	惜しみなし	1	20292	1	217	160	2	1	0	0	0
202931	肉薄	2	20293	2	508	180	4	1	0	0	0
202932	影踏み	1	20293	1	217	180	4	1	0	0	0
202942	鬼気迫って	1	20294	1	217	160	2	1	0	0	0
202951	砂の開拓者	2	20295	2	508	160	1	1	0	0	0
202952	パイオニア	1	20295	1	217	160	1	1	0	0	0
202961	熱情	2	20296	2	508	180	2	1	0	0	0
202962	滾る想い	1	20296	1	217	180	2	1	0	0	0
202971	千載一遇	2	20297	2	508	160	3	1	0	0	0
202972	好機を捉えて	1	20297	1	217	160	3	1	0	0	0
202981	流星光底	2	20298	2	508	180	2	1	0	0	0
202982	飛躍の予感	1	20298	1	217	180	2	1	0	0	0
202991	直線コース◎	1	20299	2	174	90	0	1	0	0	0
202992	直線コース○	1	20299	1	129	70	0	1	0	0	0
202993	直線コース×	1	20299	-1	-129	40	0	1	0	0	0
203001	掌握	2	20300	2	508	180	3	1	0	0	0
203002	手練手管	1	20300	1	217	180	3	1	0	0	0
203011	電迅速攻	2	20301	2	508	140	2	1	0	0	0
203012	瞬発力	1	20301	1	217	140	2	1	0	0	0
203021	風翔	2	20302	2	508	140	2	1	0	0	0
203022	風切り	1	20302	1	217	140	2	1	0	0	0
203031	正攻法	2	20303	2	508	180	2	1	0	0	0
203032	素直な一歩	1	20303	1	217	180	2	1	0	0	0
203041	トキメキハート	2	20304	2	508	180	3	1	0	0	0
203042	胸の高鳴り	1	20304	1	217	180	3	1	0	0	0
203051	初志貫徹	2	20305	2	508	160	2	1	0	0	0
203052	揺るがぬ信念	1	20305	1	217	160	2	1	0	0	0
203061	無二	1	20306	1	217	120	4	1	0	0	0
203071	無三	1	20307	1	217	120	4	1	0	0	0
203081	踏みしめる大地	2	20308	2	508	170	3	1	0	0	0
203082	力の限り	1	20308	1	217	170	3	1	0	0	0
203091	砂塵一閃	2	20309	3	508	150	4	1	0	0	0
203092	ダート直線◎	1	20309	2	262	110	4	1	0	0	0
203093	ダート直線○	1	20309	1	217	100	4	1	0	0	0
203101	砂塵円刃	2	20310	3	508	150	4	1	0	0	0
203102	ダートコーナー◎	1	20310	2	262	110	4	1	0	0	0
203103	ダートコーナー○	1	20310	1	217	100	4	1	0	0	0
203111	王道一途	2	20311	2	508	160	3	1	0	0	0
203112	正面突破	1	20311	1	217	160	3	1	0	0	0
203121	強者の証	2	20312	2	508	170	2	1	0	0	0
203122	さらなる高みへ	1	20312	1	217	170	2	1	0	0	0
203131	幕引き	2	20313	2	508	180	3	1	0	0	0
203132	決定打	1	20313	1	217	180	3	1	0	0	0
203141	怜悧清澄	2	20314	2	633	200	2	1	0	0	0
203142	克己心	1	20314	1	263	200	2	1	0	0	0
203151	本能の解放	2	20315	2	508	180	3	1	0	0	0
203152	むきだしの情熱	1	20315	1	217	180	3	1	0	0	0
203161	豪胆無比	2	20316	2	508	160	2	1	0	0	0
203162	後先恐れず	1	20316	1	217	160	2	1	0	0	0
203171	一張一弛	2	20317	2	508	160	3	1	0	0	0
203172	切り替え上手	1	20317	1	217	160	3	1	0	0	0
203181	清濁併呑	2	20318	2	508	190	2	1	0	0	0
203182	裏腹なキモチ	1	20318	1	217	190	2	1	0	0	0
203201	早業	2	20320	2	508	180	2	1	0	0	0
203202	目にも留まらず	1	20320	1	217	180	2	1	0	0	0
203212	気の向くままに	1	20321	1	217	180	3	1	0	0	0
203221	影従打破	2	20322	2	508	160	2	1	0	0	0
203222	アグレッシブ	1	20322	1	217	160	2	1	0	0	0
203231	ハジける闘志	2	20323	2	508	180	1	1	0	0	0
203232	逸る足取り	1	20323	1	217	180	1	1	0	0	0
203241	連鎖反応	2	20324	2	633	200	2	1	0	0	0
203242	端緒	1	20324	1	263	200	2	1	0	0	0
203251	烈火の如く	2	20325	2	508	180	3	1	0	0	0
203252	急襲	1	20325	1	217	180	3	1	0	0	0
203262	覚悟を決めて	1	20326	1	217	160	3	1	0	0	0
203272	切り込み隊長	1	20327	1	217	180	1	1	0	0	0
203281	無意識の枷	1	20328	-1	-174	0	0	1	0	0	1
203301	熾烈の極み	2	20330	2	508	140	2	1	0	0	0
203302	熱狂的	1	20330	1	217	140	2	1	0	0	0
203311	閃光	2	20331	2	508	140	2	1	0	0	0
203312	光差す方へ	1	20331	1	217	140	2	1	0	0	0
203321	舞い降りる翼	2	20332	2	334	120	4	1	0	0	0
203322	駆け降り	1	20332	1	217	120	4	1	0	0	0
203331	用意周到	2	20333	2	508	160	2	1	0	0	0
203332	下準備	1	20333	1	217	160	2	1	0	0	0
203341	追跡者	2	20334	2	508	170	2	1	0	0	0
203342	這い寄る足音	1	20334	1	217	170	2	1	0	0	0
203351	勇猛果敢	2	20335	2	508	160	2	1	0	0	0
203352	ハイピッチ	1	20335	1	217	160	2	1	0	0	0
203361	真骨頂	2	20336	2	508	180	2	1	0	0	0
203362	一歩ずつ前へ	1	20336	1	217	180	2	1	0	0	0
203371	後の先	2	20337	2	508	180	3	1	0	0	0
203372	切り返し	1	20337	1	217	180	3	1	0	0	0
203381	勝負はここから！	2	20338	2	508	180	3	1	0	0	0
203382	逃げ切り体勢	1	20338	1	217	180	3	1	0	0	0
203391	英姿颯爽	2	20339	2	508	170	4	1	0	0	0
203392	破天荒	1	20339	1	217	170	4	1	0	0	0
203401	飛竜乗雲	2	20340	2	508	170	3	1	0	0	0
203402	追い風に乗って	1	20340	1	217	170	3	1	0	0	0
203411	努力の結実	2	20341	2	508	170	2	1	0	0	0
203412	地道に重ねて	1	20341	1	217	170	2	1	0	0	0
203421	正々堂々	2	20342	2	508	180	3	1	0	0	0
203422	己を信じて	1	20342	1	217	180	3	1	0	0	0
203431	才気煥発	2	20343	2	508	170	3	1	0	0	0
203432	躍動	1	20343	1	217	170	3	1	0	0	0
203441	夢の舞台へ	2	20344	2	508	170	3	1	0	0	0
203442	憧れを越えて	1	20344	1	217	170	3	1	0	0	0
203452	ターニングポイント	1	20345	1	217	170	3	1	0	0	0
203461	傑出	2	20346	2	508	180	4	1	0	0	0
203462	抜きん出る一歩	1	20346	1	217	180	4	1	0	0	0
203471	猛烈激走	2	20347	2	508	180	3	1	0	0	0
203472	みなぎる闘志	1	20347	1	217	180	3	1	0	0	0
203481	イニシアチブ	2	20348	2	508	170	3	1	0	0	0
203482	譲れぬ一歩	1	20348	1	217	170	3	1	0	0	0
203491	丁々発止	2	20349	2	508	170	3	1	0	0	0
203492	火花散らして	1	20349	1	217	170	3	1	0	0	0
203501	英俊豪傑	2	20350	2	633	200	2	1	0	0	0
203502	比類なき	1	20350	1	263	200	2	1	0	0	0
203511	睥睨	2	20351	2	633	200	2	1	0	0	0
203512	覇気十分	1	20351	1	263	200	2	1	0	0	0
203522	垣間見た光	1	20352	1	217	170	3	1	0	0	0
203532	登竜門	1	20353	1	217	120	4	1	0	0	0
203541	天真爛漫	2	20354	2	508	160	3	1	0	0	0
203542	足任せ	1	20354	1	217	160	3	1	0	0	0
203552	ステップアップ	1	20355	1	217	160	2	1	0	0	0
203561	一所懸命	2	20356	2	508	170	3	1	0	0	0
203562	奮闘	1	20356	1	217	170	3	1	0	0	0
203571	突破口	2	20357	2	508	160	2	1	0	0	0
203572	足がかり	1	20357	1	217	160	2	1	0	0	0
203582	捕捉	1	20358	1	217	190	2	1	0	0	0
203591	独立独歩	2	20359	2	508	180	3	1	0	0	0
203592	押し通る！	1	20359	1	217	180	3	1	0	0	0
203601	見事な砂蹴り	2	20360	2	508	160	4	1	0	0	0
203602	砂蹴り	1	20360	1	217	160	4	1	0	0	0
203611	点滴穿石	2	20361	2	508	170	3	1	0	0	0
203612	精進	1	20361	1	217	170	3	1	0	0	0
203621	ストレートハート	2	20362	2	508	160	2	1	0	0	0
203622	真っ直ぐな走り	1	20362	1	217	160	2	1	0	0	0
203631	唯一無二	2	20363	2	508	180	4	1	0	0	0
203632	夢への挑戦	1	20363	1	217	180	4	1	0	0	0
203641	曙光	2	20364	2	508	180	3	1	0	0	0
203642	光明	1	20364	1	217	180	3	1	0	0	0
203651	パスファインダー	2	20365	2	508	180	2	1	0	0	0
203652	活路を拓く！	1	20365	1	217	180	2	1	0	0	0
203661	悠久走破	2	20366	2	508	180	2	1	0	0	0
203662	健脚	1	20366	1	217	180	2	1	0	0	0
203671	陽炎	2	20367	2	508	180	2	1	0	0	0
203672	静かな熱	1	20367	1	217	180	2	1	0	0	0
203681	秘めた闘魂	2	20368	2	508	170	2	1	0	0	0
203682	不断の鍛錬	1	20368	1	217	170	2	1	0	0	0
203691	ハイパーハイテンション☆	1	20369	-1	-174	0	0	1	0	0	1
203701	快刀乱麻	2	20370	2	508	160	3	1	0	0	0
203702	思い切り	1	20370	1	217	160	3	1	0	0	0
203711	ショーダウン	2	20371	2	508	180	3	1	0	0	0
203712	勇気の一歩	1	20371	1	217	180	3	1	0	0	0
203721	この手に掴んだ未来	2	20372	1	508	360	4	1	0	0	0
203731	エネルギッシュ	2	20373	2	633	200	2	1	0	0	0
203732	張り切り	1	20373	1	263	200	2	1	0	0	0
203741	刹那の勝機	2	20374	2	508	160	4	1	0	0	0
203742	間隙を突いて	1	20374	1	217	160	4	1	0	0	0
203751	残影	2	20375	2	508	140	2	1	0	0	0
203752	影を追って	1	20375	1	217	140	2	1	0	0	0
203761	即断即決	2	20376	2	508	180	3	1	0	0	0
203762	追駆	1	20376	1	217	180	3	1	0	0	0
203772	臆せぬ心	1	20377	1	217	160	2	1	0	0	0
203781	衝動	1	20378	1	434	320	0	1	0	0	0
203791	闘争本能	2	20379	2	508	180	4	1	0	0	0
203792	好戦的	1	20379	1	217	180	4	1	0	0	0
203801	解き放つ情念	2	20380	2	633	200	2	1	0	0	0
203802	想い焦がれて	1	20380	1	263	200	2	1	0	0	0
203812	精神力	1	20381	1	174	120	0	1	0	0	0
203822	内なる獣	1	20382	1	217	180	3	1	0	0	0
203831	天賦の才	2	20383	2	508	170	3	1	0	0	0
203832	頂を目指して	1	20383	1	217	170	3	1	0	0	0
203841	才色兼備	2	20384	2	508	160	2	1	0	0	0
203842	優等生	1	20384	1	217	160	2	1	0	0	0
203851	好奇心	2	20385	2	508	180	2	1	0	0	0
203852	心惹かれて	1	20385	1	217	180	2	1	0	0	0
203861	自由奔放	2	20386	2	508	180	4	1	0	0	0
203862	気ままな足取り	1	20386	1	217	180	4	1	0	0	0
203871	閃く雷光	2	20387	2	334	120	4	1	0	0	0
203872	弾ける足取り	1	20387	1	217	120	4	1	0	0	0
203881	問答無用	2	20388	2	508	160	2	1	0	0	0
203882	待ったなし	1	20388	1	217	160	2	1	0	0	0
203892	ヒートアップ	1	20389	1	217	170	3	1	0	0	0
203902	急降下	1	20390	1	217	120	4	1	0	0	0
203911	至宝の輝き	2	20391	2	508	170	2	1	0	0	0
203912	誇りを抱いて	1	20391	1	217	170	2	1	0	0	0
203922	プレリュード	1	20392	1	217	160	2	1	0	0	0
203931	百戦錬磨	2	20393	2	508	160	2	1	0	0	0
203932	練達の一歩	1	20393	1	217	160	2	1	0	0	0
203941	まばたき厳禁！	2	20394	2	508	180	2	1	0	0	0
203942	シビれる走り	1	20394	1	217	180	2	1	0	0	0
203951	麒麟児	2	20395	2	508	180	0	1	0	0	0
203952	天才肌	1	20395	1	217	180	0	1	0	0	0
203961	不抜の気概	2	20396	2	508	170	2	1	0	0	0
203962	気丈な姿勢	1	20396	1	217	170	2	1	0	0	0
203972	なりふり構わず	1	20397	1	217	160	2	1	0	0	0
203981	勇壮活発	2	20398	2	508	180	4	1	0	0	0
203982	バイタリティ	1	20398	1	217	180	4	1	0	0	0
203991	開花	2	20399	2	508	180	2	1	0	0	0
203992	目覚めの時	1	20399	1	217	180	2	1	0	0	0
204001	迸る気迫	2	20400	2	508	180	4	1	0	0	0
204002	意地っ張り	1	20400	1	217	180	4	1	0	0	0
204012	力業	1	20401	1	217	190	2	1	0	0	0
204021	一世一代	2	20402	2	508	160	3	1	0	0	0
204022	ここ一番	1	20402	1	217	160	3	1	0	0	0
204031	千鍛万錬	2	20403	2	508	180	2	1	0	0	0
204032	労を惜しまず	1	20403	1	217	180	2	1	0	0	0
204041	錦上添花	2	20404	2	334	120	4	1	0	0	0
204042	華麗な足取り	1	20404	1	217	120	4	1	0	0	0
204051	燃ゆる魂	2	20405	2	508	180	3	1	0	0	0
204052	灯を胸に	1	20405	1	217	180	3	1	0	0	0
204061	勇気凛々	2	20406	2	508	170	4	1	0	0	0
204062	凛然と	1	20406	1	217	170	4	1	0	0	0
204071	順風満帆	2	20407	2	508	180	2	1	0	0	0
204072	気持ちを乗せて	1	20407	1	217	180	2	1	0	0	0
204081	大車輪	2	20408	2	334	120	4	1	0	0	0
204082	余勢を駆って	1	20408	1	217	120	4	1	0	0	0
204092	逃げるが勝ち！	1	20409	1	217	180	2	1	0	0	0
204101	震天動地	2	20410	2	508	170	3	1	0	0	0
204102	轟く足音	1	20410	1	217	170	3	1	0	0	0
204111	行雲流水	2	20411	2	508	180	2	1	0	0	0
204112	淀みなし	1	20411	1	217	180	2	1	0	0	0
204121	遥か先へ	2	20412	2	633	200	3	1	0	0	0
204122	勝負を懸けて	1	20412	1	263	200	3	1	0	0	0
204131	有志竟成	2	20413	2	508	180	2	1	0	0	0
204132	大志を抱いて	1	20413	1	217	180	2	1	0	0	0
204141	気丈夫	2	20414	2	508	180	0	1	0	0	0
204142	あふれる活力	1	20414	1	217	180	0	1	0	0	0
204151	ぶっちぎり！	2	20415	2	508	180	2	1	0	0	0
204152	前進あるのみ	1	20415	1	217	180	2	1	0	0	0
204161	猪突猛進	2	20416	2	508	180	3	1	0	0	0
204162	押しの一手	1	20416	1	217	180	3	1	0	0	0
204171	元気溌剌	2	20417	2	508	170	3	1	0	0	0
204172	溌剌	1	20417	1	217	170	3	1	0	0	0
204181	前人未到	2	20418	2	508	180	2	1	0	0	0
204182	巨歩	1	20418	1	217	180	2	1	0	0	0
204191	イノベーション	2	20419	2	508	180	2	1	0	0	0
204192	アプローチ	1	20419	1	217	180	2	1	0	0	0
204202	戦略家	1	20420	1	217	180	0	1	0	0	0
204211	パラダイムシフト	2	20421	2	508	190	2	1	0	0	0
204212	卓越する走り	1	20421	1	217	190	2	1	0	0	0
204222	もう一踏ん張り	1	20422	1	217	180	3	1	0	0	0
204232	サンタアニタパークレース場◎	1	20423	2	174	90	0	1	0	0	0
204233	サンタアニタパークレース場○	1	20423	1	129	70	0	1	0	0	0
204234	サンタアニタパークレース場×	1	20423	-1	-129	40	0	1	0	0	0
204242	デルマーレース場◎	1	20424	2	174	90	0	1	0	0	0
204243	デルマーレース場○	1	20424	1	129	70	0	1	0	0	0
204244	デルマーレース場×	1	20424	-1	-129	40	0	1	0	0	0
204262	星の煌き	1	20426	1	263	200	3	1	0	0	0
204271	匠のステアリング	2	20427	2	508	170	4	1	0	0	0
204272	急旋回	1	20427	1	217	170	4	1	0	0	0
204282	猛プッシュ	1	20428	1	217	160	2	1	0	0	0
204292	超長距離回復◎	1	20429	2	262	80	2	1	0	0	0
204293	超長距離回復○	1	20429	1	217	160	2	1	0	0	0
204301	百花繚乱	2	20430	2	508	160	2	1	0	0	0
204302	個性的	1	20430	1	217	160	2	1	0	0	0
204311	圧倒	2	20431	2	508	160	3	1	0	0	0
204312	押せ押せムード	1	20431	1	217	160	3	1	0	0	0
204322	阿吽の呼吸	1	20432	1	217	180	2	1	0	0	0
204331	継続は力なり	2	20433	2	508	140	2	1	0	0	0
204332	実直な走り	1	20433	1	217	140	2	1	0	0	0
204342	弾みをつけて	1	20434	1	217	180	2	1	0	0	0
204351	一騎当千	2	20435	2	508	180	2	1	0	0	0
204352	勇を奮って	1	20435	1	217	180	2	1	0	0	0
204362	大立ち回り	1	20436	1	217	180	2	1	0	0	0
204372	流れに任せて	1	20437	1	217	180	2	1	0	0	0
204381	光輝燦然	2	20438	2	508	180	4	1	0	0	0
204382	輝きを放って	1	20438	1	217	180	4	1	0	0	0
204391	悠々自適	2	20439	2	508	190	2	1	0	0	0
204392	息抜き上手	1	20439	1	217	190	2	1	0	0	0
204412	憂いなし	1	20441	1	217	160	2	1	0	0	0
204431	絶塵	2	20443	2	508	180	3	1	0	0	0
204432	影より速く	1	20443	1	217	180	3	1	0	0	0
204442	追尾	1	20444	1	217	190	2	1	0	0	0
204452	聖女の試練	1	20445	2	262	60	2	1	0	0	0
204453	聖女の挑戦	1	20445	1	217	140	2	1	0	0	0
204462	いざ我が道へ！	1	20446	1	217	160	1	1	0	0	0
204472	奮い立つ心	1	20447	1	217	180	4	1	0	0	0
210011	アオハル燃焼・速	2	21001	2	633	200	2	1	0	0	0
210012	アオハル点火・速	1	21001	1	263	200	2	1	0	0	0
210021	アオハル燃焼・体	2	21002	2	633	200	2	1	0	0	0
210022	アオハル点火・体	1	21002	1	263	200	2	1	0	0	0
210031	アオハル燃焼・力	2	21003	2	633	200	3	1	0	0	0
210032	アオハル点火・力	1	21003	1	263	200	3	1	0	0	0
210041	アオハル燃焼・根	2	21004	2	633	200	3	1	0	0	0
210042	アオハル点火・根	1	21004	1	263	200	3	1	0	0	0
210051	アオハル燃焼・賢	2	21005	2	633	200	1	1	0	0	0
210052	アオハル点火・賢	1	21005	1	263	200	1	1	0	0	0
210061	一番星	2	21006	2	633	200	4	1	0	0	0
210062	綺羅星	1	21006	1	263	200	4	1	0	0	0
210071	キミと勝ちたい	2	21007	2	633	200	4	1	0	0	0
210072	夢の途中	1	21007	1	263	200	4	1	0	0	0
210081	限界の先へ	2	21008	2	633	200	3	1	0	0	0
210082	前だけ見据えて	1	21008	1	263	200	3	1	0	0	0
210091	レースの真髄・速	1	21009	1	174	150	2	1	0	0	0
210101	レースの真髄・体	1	21010	1	174	150	3	1	0	0	0
210111	レースの真髄・力	1	21011	1	174	150	3	1	0	0	0
210121	レースの真髄・根	1	21012	1	174	150	3	1	0	0	0
210131	レースの真髄・賢	1	21013	1	174	150	4	1	0	0	0
210141	レースの真髄・心	1	21014	1	174	150	0	1	0	0	0
210261	太陽の叡智	2	21026	2	633	200	2	1	0	0	0
210262	陽の加護	1	21026	1	263	200	2	1	0	0	0
210271	大海の叡智	2	21027	2	633	200	1	1	0	0	0
210272	海の加護	1	21027	1	263	200	1	1	0	0	0
210281	大地の叡智	2	21028	2	633	200	3	1	0	0	0
210282	地の加護	1	21028	1	263	200	3	1	0	0	0
210291	最高峰の夢	2	21029	2	633	200	3	1	0	0	0
210292	想いを背負って	1	21029	1	263	200	3	1	0	0	0
210301	爆熱のキラメキ！	2	21030	2	633	200	2	1	0	0	0
210302	バーニングソウル	1	21030	1	263	200	2	1	0	0	0
